volume,vol_weighted,price_open,price_close,price_high,price_low,timestamp,num_trades,ticker
112117471.0,125.725,130.28,125.07,130.9,124.17,1672722000000,1021065,AAPL
89100633.0,126.6464,126.89,126.36,128.6557,125.08,1672808400000,770042,AAPL
80716808.0,126.0883,127.13,125.02,127.77,124.76,1672894800000,665458,AAPL
87754715.0,128.1982,126.01,129.62,130.29,124.89,1672981200000,711520,AAPL
70790813.0,131.6292,130.465,130.15,133.41,129.89,1673240400000,645365,AAPL
63896155.0,129.822,130.26,130.73,131.2636,128.12,1673326800000,554940,AAPL
69458949.0,132.3081,131.25,133.49,133.51,130.46,1673413200000,561278,AAPL
71379648.0,133.171,133.88,133.41,134.26,131.44,1673499600000,635331,AAPL
57809719.0,133.6773,132.03,134.76,134.92,131.66,1673586000000,537385,AAPL
63612627.0,135.7587,134.83,135.94,137.29,134.13,1673931600000,595831,AAPL
69672800.0,136.3316,136.815,135.21,138.61,135.03,1674018000000,578304,AAPL
58280413.0,134.9653,134.08,135.27,136.25,133.77,1674104400000,491674,AAPL
80200655.0,136.3762,135.28,137.87,138.02,134.22,1674190800000,552230,AAPL
81760313.0,141.2116,138.12,141.11,143.315,137.9,1674450000000,719288,AAPL
66435142.0,142.0507,140.305,142.53,143.16,140.3,1674536400000,498679,AAPL
65799349.0,140.7526,140.89,141.86,142.43,138.81,1674622800000,536505,AAPL
54105068.0,143.3429,143.17,143.96,144.25,141.9,1674709200000,472135,AAPL
70547743.0,145.8365,143.155,145.93,147.23,143.08,1674795600000,560022,AAPL
64015274.0,143.6524,144.955,143.0,145.55,142.85,1675054800000,551111,AAPL
65874459.0,143.6473,142.7,144.29,144.34,142.28,1675141200000,468170,AAPL
77663426.0,143.8723,143.97,145.43,146.61,141.32,1675227600000,693374,AAPL
118338980.0,149.3764,148.9,150.82,151.18,148.17,1675314000000,996203,AAPL
154338835.0,154.2437,148.03,154.5,157.38,147.83,1675400400000,1141350,AAPL
69771906.0,152.0939,152.575,151.73,153.1,150.78,1675659600000,583517,AAPL
83322551.0,153.4202,150.64,154.65,155.23,150.64,1675746000000,661767,AAPL
63620079.0,152.3636,153.88,151.92,154.58,151.168,1675832400000,524140,AAPL
55994243.0,152.2769,153.775,150.87,154.33,150.42,1675918800000,471973,AAPL
57388108.0,150.4054,149.46,151.01,151.3401,149.22,1676005200000,443405,AAPL
62199013.0,153.231,150.952,153.85,154.26,150.92,1676264400000,506668,AAPL
61664023.0,152.5956,152.12,153.2,153.77,150.86,1676350800000,528566,AAPL
65665252.0,154.4536,153.11,155.33,155.5,152.88,1676437200000,520574,AAPL
68167942.0,154.7143,153.51,153.71,156.33,153.3475,1676523600000,516187,AAPL
59105618.0,152.0451,152.35,152.55,153.0,150.85,1676610000000,468580,AAPL
58217230.0,149.3501,150.2,148.48,151.3,148.405,1676955600000,509342,AAPL
51008155.0,148.5494,148.87,148.91,149.95,147.16,1677042000000,429775,AAPL
48392049.0,148.8407,150.09,149.4,150.34,147.24,1677128400000,425159,AAPL
55469606.0,146.3861,147.11,146.71,147.19,145.7202,1677214800000,472221,AAPL
44998470.0,148.1344,147.71,147.92,149.17,147.45,1677474000000,418069,AAPL
50546998.0,147.7996,147.05,147.41,149.08,146.83,1677560400000,383779,AAPL
55478991.0,145.868,146.83,145.31,147.2285,145.01,1677646800000,461613,AAPL
52279761.0,145.1652,144.38,145.91,146.71,143.9,1677733200000,413238,AAPL
70725339.0,150.0304,148.045,151.03,151.11,147.33,1677819600000,558706,AAPL
87558028.0,154.6895,153.785,153.83,156.3,153.46,1678078800000,691990,AAPL
56136378.0,152.2768,153.7,151.6,154.0299,151.13,1678165200000,496631,AAPL
47204791.0,152.6973,152.81,152.87,153.47,151.83,1678251600000,405203,AAPL
53833122.0,152.4689,153.559,150.59,154.535,150.225,1678338000000,480909,AAPL
68559600.0,149.0716,150.21,148.5,150.94,147.6096,1678424400000,611457,AAPL
84457122.0,151.1835,147.805,150.47,153.14,147.7,1678680000000,760660,AAPL
72045893.0,152.1061,151.28,152.59,153.4,150.1,1678766400000,565196,AAPL
77167866.0,151.7861,151.19,152.99,153.245,149.92,1678852800000,703116,AAPL
76206919.0,154.813,152.16,155.85,156.46,151.64,1678939200000,676097,AAPL
98944633.0,155.3402,156.08,155.0,156.74,154.28,1679025600000,615778,AAPL
72711415.0,156.6059,155.07,157.4,157.82,154.15,1679284800000,628984,AAPL
73938285.0,158.3406,157.32,159.28,159.4,156.54,1679371200000,590982,AAPL
75349311.0,159.6832,159.3,157.83,162.14,157.81,1679457600000,656865,AAPL
67482060.0,159.5685,158.83,158.93,161.5501,157.68,1679544000000,614268,AAPL
59006343.0,159.2417,158.86,160.25,160.34,157.85,1679630400000,517531,AAPL
52390266.0,159.0188,159.94,158.28,160.77,157.87,1679889600000,518436,AAPL
45992152.0,156.9785,157.97,157.65,158.49,155.98,1679976000000,432447,AAPL
51305691.0,160.216,159.37,160.77,161.05,159.35,1680062400000,472077,AAPL
49210289.0,162.0209,161.53,162.36,162.47,161.271,1680148800000,456152,AAPL
68749792.0,164.0421,162.44,164.9,165.0,161.91,1680235200000,574409,AAPL
56976187.0,165.3487,164.27,166.17,166.29,164.22,1680494400000,568686,AAPL
46278295.0,165.9131,166.595,165.63,166.84,165.11,1680580800000,456306,AAPL
51511744.0,163.4912,164.74,163.76,165.05,161.8,1680667200000,533621,AAPL
45390123.0,164.0257,162.43,164.66,164.9584,162.0,1680753600000,446212,AAPL
47670382.0,161.2628,161.42,162.03,162.03,160.08,1681099200000,563913,AAPL
47494217.0,161.1314,162.35,160.8,162.36,160.51,1681185600000,490479,AAPL
50133062.0,160.8845,161.22,160.1,162.06,159.78,1681272000000,514261,AAPL
68418649.0,164.3531,161.63,165.56,165.8,161.42,1681358400000,595709,AAPL
49314480.0,165.0394,164.59,165.21,166.32,163.82,1681444800000,489551,AAPL
41516217.0,164.8044,165.09,165.23,165.39,164.03,1681704000000,483388,AAPL
49915508.0,166.3535,166.1,166.47,167.41,165.65,1681790400000,494642,AAPL
47621166.0,167.2806,165.8,167.63,168.16,165.54,1681876800000,473866,AAPL
52456377.0,166.779,166.09,166.65,167.87,165.56,1681963200000,493153,AAPL
57736141.0,165.0754,165.05,165.02,166.4521,164.49,1682049600000,520279,AAPL
41449581.0,164.9397,165.0,165.33,165.6,163.89,1682308800000,459499,AAPL
48652863.0,164.6479,165.19,163.77,166.305,163.73,1682395200000,501548,AAPL
45487296.0,163.9084,163.055,163.76,165.28,162.8,1682481600000,493403,AAPL
64898729.0,167.3197,165.19,168.41,168.56,165.19,1682568000000,575981,AAPL
55275851.0,168.9479,168.49,169.68,169.85,167.8801,1682654400000,527763,AAPL
52424936.0,169.6586,169.28,169.59,170.45,168.64,1682913600000,540745,AAPL
48425696.0,168.6978,170.09,168.54,170.35,167.54,1683000000000,509755,AAPL
65126998.0,169.013,169.5,167.45,170.92,167.16,1683086400000,610052,AAPL
81225673.0,166.0983,164.89,165.79,167.04,164.31,1683172800000,832121,AAPL
113402971.0,173.3116,170.975,173.57,174.3,170.76,1683259200000,915977,AAPL
55962634.0,173.321,172.48,173.5,173.85,172.11,1683518400000,563138,AAPL
45326874.0,172.3162,173.05,171.77,173.54,171.6,1683604800000,456209,AAPL
53724501.0,173.1737,173.02,173.555,174.03,171.9,1683691200000,511486,AAPL
49473076.0,173.4903,173.85,173.75,174.59,172.17,1683777600000,501955,AAPL
45533138.0,172.3696,173.62,172.57,174.06,171.0,1683864000000,490533,AAPL
37264259.0,172.1109,173.16,172.07,173.21,171.47,1684123200000,444785,AAPL
42110293.0,172.2781,171.99,172.07,173.1383,171.7991,1684209600000,436165,AAPL
57934404.0,171.85,171.71,172.69,172.925,170.4201,1684296000000,554940,AAPL
65496657.0,174.3014,173.0,175.05,175.24,172.58,1684382400000,595692,AAPL
55525641.0,175.5191,176.39,175.16,176.39,174.94,1684468800000,532731,AAPL
43570932.0,174.1828,173.98,174.2,174.71,173.45,1684728000000,526393,AAPL
50745163.0,172.1908,173.13,171.56,173.3794,171.275,1684814400000,535091,AAPL
43711588.0,171.5088,171.09,171.84,172.4183,170.52,1684900800000,492275,AAPL
55889523.0,172.8818,172.41,172.99,173.895,171.69,1684987200000,534909,AAPL
54834975.0,175.1454,173.32,175.43,175.77,173.11,1685073600000,529918,AAPL
55963954.0,177.4489,176.96,177.3,178.99,176.57,1685419200000,651318,AAPL
99625288.0,177.9376,177.325,177.25,179.35,176.76,1685505600000,669221,AAPL
68901712.0,179.3796,177.7,180.09,180.12,176.9306,1685592000000,624132,AAPL
61996852.0,180.6479,181.03,180.95,181.78,179.26,1685678400000,617235,AAPL
121722517.0,182.1408,182.63,179.58,184.951,178.035,1685937600000,1286180,AAPL
64845314.0,178.7093,179.965,179.21,180.12,177.43,1686024000000,705164,AAPL
61944615.0,178.6619,178.44,177.82,181.21,177.32,1686110400000,669062,AAPL
50210681.0,179.5493,177.895,180.57,180.84,177.46,1686196800000,548456,AAPL
48869360.0,181.4395,181.5,180.96,182.23,180.63,1686283200000,557894,AAPL
54754995.0,182.836,181.27,183.79,183.89,180.97,1686542400000,562058,AAPL
54867129.0,183.1702,182.8,183.31,184.15,182.44,1686628800000,608337,AAPL
57462782.0,183.7101,183.37,183.95,184.39,182.02,1686715200000,614097,AAPL
65433166.0,185.5672,183.96,186.01,186.52,183.78,1686801600000,697003,AAPL
101151225.0,185.4644,186.73,184.92,186.99,184.27,1686888000000,616272,AAPL
49799092.0,185.2709,184.41,185.01,186.1,184.41,1687233600000,577495,AAPL
49515697.0,184.0809,184.9,183.96,185.41,182.5901,1687320000000,520855,AAPL
51245327.0,186.1166,183.74,187.0,187.045,183.67,1687406400000,563076,AAPL
53112346.0,186.4952,185.55,186.68,187.56,185.01,1687492800000,539704,AAPL
48088661.0,186.3292,186.83,185.27,188.05,185.23,1687752000000,584497,AAPL
50731499.0,187.4998,185.89,188.06,188.39,185.67,1687838400000,511869,AAPL
51216801.0,188.8916,187.93,189.25,189.9,187.6,1687924800000,559145,AAPL
46347308.0,189.5561,189.08,189.59,190.07,188.94,1688011200000,525367,AAPL
85068452.0,193.102,191.63,193.97,194.48,191.26,1688097600000,774380,AAPL
31458198.0,192.6624,193.78,192.46,193.88,191.76,1688356800000,500175,AAPL
46896861.0,191.5803,191.565,191.33,192.98,190.62,1688529600000,560170,AAPL
45155523.0,190.8214,189.84,191.81,192.02,189.2,1688616000000,562755,AAPL
46757498.0,191.4218,191.41,190.68,192.67,190.24,1688702400000,538826,AAPL
59912163.0,188.3628,189.26,188.61,189.99,187.035,1688961600000,736912,AAPL
46638119.0,187.8219,189.16,188.08,189.3,186.6,1689048000000,577717,AAPL
60750218.0,189.9586,189.68,189.77,191.7,188.47,1689134400000,652126,AAPL
41337338.0,190.565,190.5,190.54,191.19,189.78,1689220800000,467952,AAPL
41616242.0,190.4662,190.23,190.69,191.1799,189.63,1689307200000,513233,AAPL
50520159.0,193.2997,191.9,193.99,194.32,191.81,1689566400000,602852,AAPL
48153774.0,193.3846,193.35,193.73,194.33,192.415,1689652800000,544605,AAPL
80492323.0,194.9188,193.1,195.1,198.23,192.65,1689739200000,776766,AAPL
59581196.0,194.276,195.09,193.13,196.47,192.495,1689825600000,639817,AAPL
71451683.0,192.5948,194.1,191.94,194.97,191.23,1689912000000,580360,AAPL
45507451.0,193.2011,193.41,192.75,194.91,192.25,1690171200000,525855,AAPL
37283201.0,193.804,193.33,193.62,194.44,192.915,1690257600000,445394,AAPL
47471868.0,194.3737,193.67,194.5,195.64,193.32,1690344000000,502309,AAPL
47439680.0,194.8773,196.02,193.22,197.2,192.55,1690430400000,570472,AAPL
47691443.0,195.8075,194.67,195.83,196.626,194.14,1690516800000,519151,AAPL
38824113.0,196.1507,196.06,196.45,196.49,195.26,1690776000000,530506,AAPL
35281426.0,195.8486,196.235,195.605,196.73,195.28,1690862400000,477616,AAPL
50388811.0,192.9395,195.04,192.58,195.18,191.8507,1690948800000,620582,AAPL
62243282.0,191.1312,191.57,191.17,192.37,190.69,1691035200000,754703,AAPL
115956841.0,184.279,185.52,181.99,187.38,181.92,1691121600000,1336765,AAPL
97105069.0,179.0119,182.13,178.85,183.13,177.35,1691380800000,1159281,AAPL
67769003.0,178.9854,179.69,179.8,180.27,177.58,1691467200000,709019,AAPL
60303492.0,178.4887,180.87,178.19,180.93,177.01,1691553600000,666112,AAPL
54686851.0,178.7951,179.48,177.97,180.75,177.6,1691640000000,652995,AAPL
51036672.0,177.8056,177.32,177.79,178.62,176.55,1691726400000,586481,AAPL
43675627.0,178.9475,177.97,179.46,179.69,177.305,1691985600000,564982,AAPL
43574863.0,177.9886,178.88,177.45,179.48,177.05,1692072000000,510071,AAPL
45712957.0,177.4133,177.13,176.57,178.54,176.5,1692158400000,526074,AAPL
66054482.0,174.5857,177.14,174.0,177.5054,173.48,1692244800000,673083,AAPL
60171878.0,173.8904,172.3,174.49,175.1,171.96,1692331200000,596474,AAPL
46161959.0,175.2221,175.07,175.84,176.13,173.735,1692590400000,559658,AAPL
42057245.0,177.0098,177.06,177.23,177.68,176.25,1692676800000,501508,AAPL
52722752.0,180.6482,178.52,181.12,181.55,178.325,1692763200000,587165,AAPL
54912798.0,177.7035,180.674,176.38,181.104,176.01,1692849600000,610377,AAPL
51439994.0,177.9075,177.38,178.61,179.15,175.82,1692936000000,554789,AAPL
43803238.0,179.6595,180.09,180.19,180.59,178.545,1693195200000,532485,AAPL
52953948.0,183.28,179.695,184.12,184.9,179.5,1693281600000,576465,AAPL
60803988.0,186.93,184.94,187.65,187.85,184.74,1693368000000,636448,AAPL
60794467.0,188.1489,187.84,187.87,189.12,187.48,1693454400000,554869,AAPL
45393903.0,189.0424,189.485,189.46,189.92,188.28,1693540800000,530273,AAPL
45280027.0,189.1084,188.28,189.7,189.98,187.61,1693886400000,602458,AAPL
81753366.0,183.786,188.4,182.91,188.85,181.47,1693972800000,880106,AAPL
112416703.0,176.7332,175.18,177.56,178.21,173.54,1694059200000,1210080,AAPL
65402066.0,179.0663,178.35,178.18,180.239,177.79,1694145600000,755389,AAPL
58953052.0,178.8465,180.07,179.36,180.3,177.34,1694404800000,722430,AAPL
90316192.0,176.7048,179.49,176.3,180.13,174.82,1694491200000,937419,AAPL
84267928.0,175.0352,176.51,174.21,177.3,173.98,1694577600000,835150,AAPL
60345757.0,175.3715,174.0,175.74,176.1,173.58,1694664000000,641017,AAPL
109259461.0,175.0843,176.48,175.01,176.495,173.82,1694750400000,729794,AAPL
67257573.0,177.8915,176.48,177.97,179.38,176.17,1695009600000,731278,AAPL
51826941.0,178.4293,177.52,179.07,179.63,177.13,1695096000000,524402,AAPL
58436181.0,176.9653,179.26,175.49,179.695,175.4,1695182400000,600225,AAPL
62449116.0,174.8619,174.55,173.93,176.3,173.86,1695268800000,631478,AAPL
56688985.0,175.4667,174.67,174.79,177.079,174.05,1695355200000,606168,AAPL
46172740.0,175.6665,174.2,176.08,176.97,174.15,1695614400000,564218,AAPL
64548945.0,172.7156,174.82,171.96,175.2,171.66,1695700800000,688340,AAPL
66920708.0,170.5335,172.62,170.43,173.04,169.05,1695787200000,707850,AAPL
56294419.0,170.297,169.34,170.69,172.03,167.62,1695873600000,618584,AAPL
51861083.0,171.5997,172.02,171.21,173.07,170.341,1695960000000,535134,AAPL
52156935.0,173.2879,171.22,173.75,174.3,170.93,1696219200000,617249,AAPL
49594613.0,172.1342,172.255,172.4,173.63,170.82,1696305600000,542569,AAPL
53006286.0,172.9437,171.09,173.66,174.21,170.97,1696392000000,560975,AAPL
48527918.0,174.2297,173.79,174.91,175.45,172.68,1696478400000,509175,AAPL
57266675.0,176.3366,173.8,177.49,177.99,173.18,1696564800000,593944,AAPL
42344772.0,177.8683,176.81,178.99,179.05,175.8,1696824000000,518256,AAPL
43698019.0,178.6901,178.1,178.39,179.72,177.95,1696910400000,524939,AAPL
47544848.0,178.9503,178.2,179.8,179.85,177.6,1696996800000,503477,AAPL
56743119.0,180.9482,180.07,180.71,182.34,179.04,1697083200000,616891,AAPL
51412082.0,179.4154,181.42,178.85,181.93,178.14,1697169600000,531441,AAPL
52516984.0,178.1478,176.75,178.72,179.075,176.51,1697428800000,632605,AAPL
57549350.0,176.8623,176.645,177.15,178.42,174.8,1697515200000,592323,AAPL
54764375.0,176.3501,175.58,175.84,177.575,175.11,1697601600000,540187,AAPL
59192863.0,176.215,176.04,175.46,177.84,175.19,1697688000000,560260,AAPL
64211828.0,173.7459,175.31,172.88,175.42,172.64,1697774400000,600318,AAPL
55980109.0,172.3829,170.91,173.0,174.01,169.93,1698033600000,639616,AAPL
43816644.0,172.7333,173.05,173.44,173.67,171.45,1698120000000,530406,AAPL
57156962.0,171.4932,171.88,171.1,173.06,170.65,1698206400000,610143,AAPL
70625258.0,167.5944,170.37,166.89,171.3775,165.67,1698292800000,815217,AAPL
58257129.0,167.9072,166.91,168.22,168.96,166.83,1698379200000,609511,AAPL
51239218.0,170.0788,169.02,170.29,171.17,168.87,1698638400000,628258,AAPL
44846017.0,169.9252,169.35,170.77,170.9,167.9,1698724800000,509879,AAPL
56934906.0,172.6187,171.0,173.97,174.23,170.12,1698811200000,633476,AAPL
77292052.0,176.6794,175.52,177.57,177.78,175.46,1698897600000,805046,AAPL
79829246.0,175.5751,174.24,176.65,176.82,173.35,1698984000000,858038,AAPL
63841310.0,178.5589,176.38,179.23,179.43,176.21,1699246800000,678103,AAPL
70529966.0,181.2627,179.18,181.82,182.44,178.97,1699333200000,653779,AAPL
49340282.0,182.6566,182.35,182.89,183.45,181.59,1699419600000,542421,AAPL
53631840.0,182.912,182.96,182.41,184.12,181.81,1699506000000,545657,AAPL
66177922.0,185.4104,183.97,186.4,186.565,183.53,1699592400000,610938,AAPL
43627519.0,184.8317,185.82,184.8,186.03,184.21,1699851600000,530407,AAPL
60108378.0,187.2038,187.7,187.44,188.11,186.3,1699938000000,609218,AAPL
53608999.0,188.4191,187.845,188.01,189.5,187.78,1700024400000,564159,AAPL
54412915.0,189.7109,189.57,189.71,190.96,188.65,1700110800000,620748,AAPL
50737404.0,189.6022,190.25,189.69,190.38,188.57,1700197200000,510217,AAPL
46538614.0,191.2984,189.89,191.45,191.905,189.88,1700456400000,554014,AAPL
38134485.0,190.51,191.41,190.64,191.52,189.74,1700542800000,450749,AAPL
39630011.0,191.7223,191.49,191.31,192.93,190.825,1700629200000,463560,AAPL
24018404.0,189.7899,190.87,189.97,190.9,189.25,1700802000000,335946,AAPL
40456609.0,189.7974,189.92,189.79,190.67,188.9,1701061200000,508895,AAPL
38415419.0,190.165,189.78,190.4,191.08,189.4,1701147600000,458154,AAPL
43014224.0,189.9974,190.9,189.37,192.09,188.97,1701234000000,493064,AAPL
48744366.0,189.337,189.84,189.95,190.32,188.19,1701320400000,486786,AAPL
45676673.0,190.8613,190.33,191.24,191.56,189.23,1701406800000,515537,AAPL
43389519.0,188.916,189.98,189.43,190.05,187.4511,1701666000000,587461,AAPL
66628398.0,193.1715,190.21,193.42,194.4,190.18,1701752400000,700669,AAPL
41055862.0,192.8014,194.45,192.32,194.76,192.11,1701838800000,491436,AAPL
47413955.0,194.3967,193.63,194.27,195.0,193.59,1701925200000,495048,AAPL
53383658.0,195.1638,194.2,195.71,195.99,193.67,1702011600000,538968,AAPL
60943699.0,192.7089,193.11,193.18,193.49,191.42,1702270800000,691172,AAPL
52696900.0,193.7834,193.08,194.71,194.72,191.721,1702357200000,510768,AAPL
70404183.0,196.9085,195.09,197.96,198.0,194.85,1702443600000,672552,AAPL
66831572.0,198.2872,198.02,198.11,199.62,196.16,1702530000000,691862,AAPL
127387901.0,197.56,197.53,197.57,198.3999,197.0,1702616400000,625452,AAPL
55751861.0,195.6255,196.09,195.89,196.63,194.39,1702875600000,655763,AAPL
40714051.0,196.5277,196.16,196.94,196.95,195.89,1702962000000,451709,AAPL
52242815.0,196.142,196.9,194.83,197.68,194.83,1703048400000,550599,AAPL
46482549.0,194.7425,196.1,194.68,197.08,193.5,1703134800000,554844,AAPL
37149570.0,194.1013,195.18,193.6,195.41,192.97,1703221200000,500544,AAPL
28919310.0,193.1713,193.61,193.05,193.89,192.83,1703566800000,488257,AAPL
48087681.0,192.5679,192.49,193.15,193.5,191.09,1703653200000,548076,AAPL
34049898.0,193.9222,194.14,193.58,194.66,193.17,1703739600000,472404,AAPL
42672148.0,192.5761,193.9,192.53,194.4,191.725,1703826000000,509123,AAPL
